Age,Gender,Weight,Height,Max_BPM,Avg_BPM,Resting_BPM,Session_Duration,Calories_Burned,Workout_Type,Fat_Percentage,Water_Intake,Workout_Frequency,Experience_Level,BMI,rep_count,avg_depth_score,avg_form_score,tempo_consistency,stability_score,left_right_asymmetry,fatigue_slope,range_of_motion,knee_valgus_risk,back_angle_risk,movement_quality_score,readiness_score,injury_risk_score,strength_potential_score,endurance_potential_score
36.0,Male,71.0,1.66,168.0,131.0,74.0,1.1,567.0,Hiit,20.3,3.7,4.0,Beginner,28.31,8,0.5721,0.6598,0.4598,0.5235,0.3322,0.663,0.5201,0.4398,0.397,0.4855,0.4332,0.4412,0.4793,0.3872
21.0,Male,47.8,1.62,173.0,129.0,74.0,1.59,1638.0,Hiit,25.8,2.4,3.0,Intermediate,12.32,17,0.8732,0.7544,0.614,0.7673,0.1824,0.2062,0.8068,0.2108,0.2556,0.7101,0.629,0.213,0.7396,0.5348
41.0,Male,40.0,1.74,166.0,154.0,71.0,1.13,1356.0,Hiit,20.1,2.8,3.0,Advanced,15.67,27,0.783,0.7756,0.8128,0.9496,0.127,0.269,0.8129,0.1357,0.1927,0.7675,0.713,0.1776,0.7598,0.5103
51.0,Male,43.9,1.78,194.0,136.0,51.0,0.98,1293.0,Strength,27.0,1.5,2.0,Beginner,15.75,15,0.368,0.4806,0.4576,0.6196,0.1746,0.2144,0.4112,0.1847,0.3548,0.4302,0.4621,0.2471,0.4251,0.3621
47.0,Male,59.6,1.88,192.0,125.0,50.0,1.32,1108.0,Yoga,30.6,2.3,3.0,Intermediate,12.32,14,0.8868,0.7147,0.7831,0.6289,0.1706,0.1966,0.7701,0.2003,0.2772,0.704,0.6799,0.2122,0.7139,0.5196
22.0,Female,56.1,1.91,167.0,122.0,70.0,1.4,1183.0,Cardio,24.9,2.7,2.0,Beginner,12.32,9,0.6559,0.6219,0.5085,0.6526,0.2393,0.6043,0.6152,0.2429,0.3975,0.5435,0.4505,0.351,0.4996,0.3631
18.0,Male,56.5,1.93,177.0,156.0,52.0,1.53,1419.0,Strength,22.3,3.5,4.0,Intermediate,16.43,18,0.8647,0.7315,0.6164,0.7911,0.2711,0.5096,0.8024,0.2422,0.3925,0.6857,0.6544,0.3281,0.699,0.5565
46.0,Female,56.7,1.97,199.0,160.0,56.0,1.3,1215.0,Hiit,26.4,2.4,3.0,Beginner,16.02,16,0.6435,0.4291,0.4351,0.6948,0.4121,0.6145,0.5813,0.3147,0.4575,0.4665,0.4291,0.4461,0.4486,0.3933
43.0,Female,47.1,1.81,166.0,149.0,69.0,0.76,998.0,Hiit,22.2,3.0,4.0,Beginner,29.69,10,0.3697,0.4593,0.5416,0.6403,0.5085,0.4621,0.3642,0.4242,0.3953,0.4053,0.4127,0.4602,0.4127,0.3859
51.0,Male,65.1,1.85,185.0,130.0,60.0,2.0,717.0,Cardio,22.2,1.9,2.0,Intermediate,15.62,26,0.7267,0.624,0.7012,0.7013,0.1627,0.3061,0.649,0.2318,0.4514,0.6253,0.5912,0.2767,0.6434,0.5536
55.0,Female,60.6,1.68,185.0,124.0,70.0,1.35,1447.0,Hiit,24.0,2.0,4.0,Beginner,18.66,12,0.6116,0.635,0.5882,0.4953,0.2674,0.5213,0.5595,0.3506,0.3968,0.5202,0.4565,0.3723,0.5265,0.4511
42.0,Female,101.0,1.56,186.0,168.0,56.0,1.19,650.0,Hiit,27.6,3.6,4.0,Beginner,24.46,8,0.637,0.4959,0.6024,0.7219,0.3966,0.6816,0.581,0.3311,0.4871,0.5165,0.5025,0.4583,0.492,0.4552
31.0,Female,66.4,1.76,175.0,140.0,69.0,1.55,640.0,Strength,24.7,3.5,4.0,Intermediate,29.07,25,0.6868,0.7525,0.8332,0.8029,0.2574,0.4555,0.6939,0.2415,0.3429,0.6876,0.6392,0.3041,0.6964,0.5684
49.0,Male,97.1,2.0,174.0,153.0,74.0,1.26,763.0,Strength,10.0,2.6,2.0,Intermediate,23.64,16,0.6365,0.7135,0.7295,0.7904,0.3184,0.4147,0.6897,0.261,0.2884,0.6436,0.5978,0.3128,0.6138,0.439
44.0,Male,86.1,1.73,178.0,140.0,51.0,1.12,1244.0,Strength,22.7,3.4,3.0,Advanced,19.23,22,0.8314,0.7716,0.8116,0.9375,0.1583,0.0974,0.7855,0.0897,0.1637,0.777,0.8175,0.1334,0.7952,0.5535
37.0,Female,58.7,1.78,195.0,154.0,59.0,1.34,1015.0,Cardio,29.5,2.8,2.0,Advanced,18.67,32,0.93,0.9556,0.8396,0.9087,0.153,0.2157,0.9262,0.1356,0.1764,0.8594,0.8202,0.153,0.8445,0.5235
37.0,Female,69.1,1.74,175.0,127.0,53.0,1.61,1411.0,Strength,31.9,3.6,2.0,Intermediate,18.07,18,0.8651,0.7837,0.7079,0.6672,0.1842,0.3149,0.7581,0.2512,0.2884,0.7041,0.7066,0.2493,0.701,0.5241
46.0,Female,73.0,1.73,164.0,150.0,54.0,1.87,1037.0,Cardio,25.1,3.4,2.0,Beginner,15.27,14,0.4098,0.6618,0.4458,0.4999,0.1979,0.6085,0.5182,0.3006,0.5431,0.4574,0.4541,0.3766,0.4447,0.476
53.0,Male,67.3,1.5,199.0,151.0,60.0,1.04,593.0,Hiit,15.8,3.4,4.0,Intermediate,12.32,17,0.7491,0.8204,0.6958,0.8632,0.2121,0.2639,0.7521,0.2013,0.1421,0.7245,0.6963,0.2055,0.7383,0.5066
47.0,Female,59.2,1.67,182.0,169.0,57.0,1.06,1252.0,Hiit,31.5,2.2,3.0,Intermediate,23.65,18,0.7697,0.7695,0.5937,0.6508,0.1342,0.4238,0.683,0.2309,0.2496,0.6461,0.6132,0.2481,0.6363,0.445
46.0,Female,119.6,1.71,176.0,129.0,53.0,1.26,1144.0,Hiit,23.9,1.7,4.0,Intermediate,12.32,22,0.6671,0.8246,0.6953,0.6865,0.2367,0.1605,0.7218,0.2311,0.1734,0.6774,0.6543,0.2042,0.7196,0.5457
53.0,Male,80.1,1.69,188.0,167.0,74.0,2.0,1196.0,Strength,13.0,2.3,3.0,Beginner,14.85,16,0.611,0.6451,0.5579,0.5508,0.2841,0.4893,0.6119,0.3161,0.4896,0.5343,0.455,0.3726,0.5516,0.5471
42.0,Male,59.1,1.65,183.0,138.0,71.0,2.0,957.0,Strength,21.2,2.0,2.0,Intermediate,35.06,27,0.7988,0.6894,0.6629,0.7229,0.2709,0.5997,0.6581,0.363,0.4794,0.635,0.5108,0.3995,0.6275,0.4798
48.0,,88.8,1.91,183.0,156.0,67.0,0.87,853.0,Cardio,32.5,3.3,3.0,Intermediate,19.12,21,0.8642,0.8466,0.8235,0.772,0.2652,0.2808,0.7943,0.1864,0.1716,0.7624,0.7271,0.2195,0.7399,0.469
36.0,Male,53.4,1.75,177.0,120.0,70.0,0.68,1257.0,Yoga,26.7,2.7,5.0,Intermediate,35.28,17,0.6004,0.6422,0.7175,0.5034,0.3734,0.426,0.5201,0.5313,0.314,0.5384,0.4983,0.4208,0.5636,0.4095
18.0,Male,98.9,1.58,181.0,126.0,68.0,1.48,1330.0,Cardio,27.5,3.1,3.0,Intermediate,12.32,20,0.7566,0.6859,0.8301,0.5902,0.2894,0.3228,0.6613,0.3132,0.3359,0.6449,0.61,0.3127,0.6559,0.5196
41.0,Female,112.2,1.81,188.0,159.0,53.0,1.16,995.0,Yoga,30.3,3.3,3.0,Intermediate,18.28,15,0.6744,0.6011,0.8521,0.7938,0.1172,0.4422,0.682,0.1915,0.3112,0.6521,0.6502,0.2618,0.6143,0.4899
30.0,Male,101.6,1.73,190.0,133.0,56.0,1.38,1047.0,Cardio,22.1,3.2,3.0,Advanced,40.75,22,0.7494,0.7888,0.8939,0.7192,0.1976,0.395,0.6165,0.3923,0.2666,0.7035,0.6641,0.3072,0.7114,0.5017
19.0,Female,74.7,1.85,194.0,127.0,74.0,0.65,1105.0,Cardio,19.4,3.6,2.0,Intermediate,16.46,21,0.7059,0.8404,0.854,0.7496,0.1369,0.2054,0.7356,0.1325,0.167,0.7349,0.7051,0.1561,0.685,0.3762
22.0,Male,68.4,1.86,175.0,129.0,66.0,1.99,895.0,Cardio,20.0,3.6,5.0,Beginner,16.16,20,0.4649,0.452,0.636,0.6269,0.4357,0.6715,0.4372,0.3631,0.573,0.4396,0.4267,0.4929,0.4824,0.5907
22.0,Female,86.2,1.93,167.0,145.0,62.0,1.74,640.0,Strength,18.6,3.3,3.0,Beginner,29.48,18,0.3471,0.4655,0.7069,0.3661,0.2516,0.585,0.3675,0.4121,0.5657,0.3927,0.4022,0.4418,0.3895,0.509
51.0,Male,98.9,1.85,181.0,138.0,70.0,1.49,859.0,Cardio,25.0,1.5,2.0,Intermediate,25.3,26,0.7067,0.6409,0.6817,0.8087,0.3024,0.3523,0.6865,0.2698,0.3429,0.6357,0.5739,0.3143,0.6271,0.4577
27.0,Female,50.6,2.0,174.0,129.0,68.0,1.34,1179.0,Hiit,31.0,2.0,5.0,Intermediate,24.12,25,0.7031,0.8134,0.7881,0.6534,0.2795,0.4196,0.6679,0.3093,0.2772,0.6703,0.6149,0.3068,0.7056,0.558
56.0,Female,68.1,2.0,168.0,160.0,74.0,1.39,1350.0,Yoga,23.8,3.3,5.0,Intermediate,17.05,25,0.6162,0.8671,0.6071,0.7644,0.1034,0.2886,0.7039,0.1653,0.2033,0.6767,0.6398,0.1769,0.73,0.6034
22.0,Female,53.0,1.83,199.0,129.0,74.0,0.88,540.0,Strength,11.9,3.1,4.0,Intermediate,15.29,22,0.8061,0.8502,0.6713,0.7706,0.1612,0.1646,0.7617,0.1218,0.1381,0.7323,0.6857,0.1455,0.7535,0.4712
28.0,Male,59.2,1.68,187.0,127.0,54.0,1.53,466.0,Strength,27.3,2.9,2.0,Advanced,12.32,32,0.8723,0.9075,0.9206,0.7653,0.124,0.2105,0.7968,0.1461,0.2013,0.8097,0.7843,0.1564,0.8089,0.5436
35.0,Male,40.0,2.0,169.0,138.0,72.0,1.08,576.0,Strength,31.2,2.9,2.0,Advanced,20.21,25,0.8321,0.8396,0.7426,0.8492,0.0746,0.2651,0.7969,0.0883,0.1645,0.7659,0.7243,0.1389,0.7458,0.4465
48.0,Male,90.4,2.0,193.0,156.0,59.0,1.78,1246.0,Cardio,24.4,2.3,3.0,Intermediate,13.35,22,0.7123,0.781,0.6782,0.6177,0.2809,0.4708,0.7133,0.301,0.3882,0.6396,0.582,0.3348,0.6538,0.5378
25.0,Female,74.6,1.63,182.0,160.0,60.0,0.93,1028.0,Hiit,14.8,3.5,3.0,Intermediate,18.08,19,0.6745,0.8475,0.617,0.8146,0.2461,0.249,0.7108,0.23,0.1676,0.688,0.6959,0.2207,0.6902,0.465
35.0,Female,56.2,1.74,170.0,151.0,66.0,0.99,1215.0,Strength,26.9,2.9,4.0,Intermediate,20.61,23,0.6956,0.7286,0.6195,0.7186,0.0725,0.1961,0.6851,0.1488,0.1816,0.652,0.6512,0.1564,0.6774,0.5155
18.0,Male,63.0,1.66,191.0,168.0,74.0,0.89,456.0,Strength,24.5,2.7,3.0,Intermediate,14.75,18,0.6353,0.7886,0.5931,0.6215,0.1615,0.4199,0.6431,0.1911,0.3016,0.613,0.5519,0.2481,0.5987,0.3902
50.0,Female,76.1,1.82,191.0,146.0,54.0,1.12,817.0,Cardio,25.0,3.2,2.0,Beginner,14.5,16,0.4168,0.5074,0.5526,0.5694,0.2092,0.4702,0.4159,0.3071,0.4343,0.4412,0.4634,0.3529,0.4079,0.3676
52.0,Male,66.6,1.56,175.0,152.0,60.0,1.04,1783.0,Yoga,15.4,2.7,4.0,Intermediate,40.0,24,0.6517,0.7488,0.7436,0.5487,0.3858,0.5481,0.5123,0.533,0.3011,0.5835,0.5218,0.4363,0.5923,0.4405
32.0,Female,45.9,1.83,192.0,120.0,55.0,1.49,808.0,Yoga,22.4,1.5,3.0,Beginner,17.82,15,0.4725,0.5303,0.3601,0.5794,0.3833,0.4901,0.4944,0.3358,0.4299,0.4239,0.4098,0.406,0.443,0.4075
31.0,Female,86.4,1.59,187.0,169.0,50.0,2.0,1336.0,Yoga,27.6,1.6,4.0,Beginner,14.57,23,0.5141,0.556,0.6713,0.5971,0.3301,0.7737,0.5224,0.3384,0.5863,0.491,0.4238,0.4711,0.4901,0.5558
30.0,Female,54.9,1.93,187.0,165.0,70.0,0.94,836.0,Cardio,26.7,3.7,4.0,Intermediate,13.37,17,0.7324,0.8253,0.6479,0.7004,0.2122,0.2929,0.7114,0.2539,0.1836,0.6782,0.6465,0.2328,0.6947,0.4869
21.0,Male,91.2,1.7,194.0,142.0,62.0,0.91,1090.0,Strength,33.3,3.7,3.0,Intermediate,17.63,22,0.7457,0.6175,0.6955,0.7907,0.1954,0.1213,0.716,0.1581,0.194,0.6577,0.6865,0.1879,0.6625,0.474
46.0,Male,54.2,1.91,171.0,169.0,67.0,0.9,771.0,Hiit,14.0,2.6,3.0,Advanced,26.79,26,0.8221,0.865,0.8427,0.802,0.0911,0.1452,0.7468,0.1411,0.1269,0.7796,0.7534,0.1267,0.7844,0.5135
22.0,Female,60.8,1.77,169.0,130.0,74.0,1.1,1298.0,Cardio,25.4,3.3,2.0,Advanced,13.58,22,0.8174,0.7908,0.9646,0.9113,0.1322,0.2786,0.7788,0.1478,0.1792,0.7941,0.7357,0.1809,0.7571,0.4626
30.0,Male,46.8,1.67,164.0,153.0,74.0,1.53,684.0,Cardio,15.2,2.3,4.0,Intermediate,12.32,24,0.891,0.6362,0.8083,0.8099,0.3188,0.3312,0.7382,0.2033,0.3514,0.7005,0.6119,0.296,0.7264,0.5858
31.0,Female,48.1,1.58,181.0,125.0,70.0,1.88,695.0,Hiit,23.1,3.3,3.0,Intermediate,26.69,27,0.7874,0.7457,0.6711,0.7557,0.3124,0.3269,0.699,0.2712,0.3784,0.6719,0.6424,0.307,0.7097,0.5746
36.0,Male,56.5,1.61,189.0,123.0,58.0,2.0,1093.0,Yoga,32.6,3.5,3.0,Advanced,25.74,31,0.7949,0.9151,0.7737,0.8791,0.1231,0.1841,0.8285,0.1314,0.2848,0.7955,0.8,0.1582,0.8442,0.654
55.0,Female,78.4,1.59,171.0,132.0,74.0,2.0,1182.0,Hiit,13.6,3.7,3.0,Beginner,12.32,21,0.4436,0.6761,0.4559,0.4013,0.1798,0.7127,0.481,0.2952,0.5636,0.4436,0.3826,0.393,0.4492,0.4777
44.0,Male,78.2,1.8,171.0,169.0,59.0,1.79,1730.0,Hiit,17.0,3.5,5.0,Beginner,18.17,18,0.4886,0.4966,0.5779,0.5445,0.2742,0.7124,0.4619,0.3366,0.6169,0.4422,0.4332,0.4549,0.4688,0.5846
34.0,Female,74.2,1.83,194.0,153.0,60.0,1.24,1632.0,Strength,27.3,3.0,4.0,Intermediate,20.18,19,0.6272,0.8635,0.7363,0.7586,0.2586,0.2162,0.7117,0.2073,0.2216,0.6954,0.7061,0.217,0.727,0.5627
57.0,Female,84.0,1.95,199.0,142.0,51.0,1.66,872.0,Strength,17.5,3.4,4.0,Beginner,21.88,15,0.5862,0.6048,0.4245,0.6038,0.3886,0.6325,0.5998,0.3657,0.53,0.4887,0.4987,0.4524,0.5074,0.4995
47.0,Female,79.2,1.81,160.0,169.0,74.0,1.28,595.0,Yoga,19.0,3.3,2.0,Intermediate,20.55,19,0.7795,0.7566,0.6376,0.7598,0.1676,0.3075,0.7061,0.2094,0.2395,0.6786,0.6471,0.2265,0.6665,0.479
20.0,Female,102.9,1.61,172.0,146.0,70.0,1.57,1113.0,Yoga,23.5,3.2,3.0,Advanced,21.82,27,0.9025,0.7553,0.7762,0.9223,0.0543,0.2391,0.7957,0.0677,0.265,0.778,0.7523,0.1459,0.7982,0.5885
37.0,Female,94.5,1.73,198.0,135.0,74.0,1.16,717.0,Strength,23.8,1.6,4.0,Advanced,17.52,23,0.9387,0.9185,0.9221,0.8947,0.1098,0.1029,0.8935,0.0625,0.1322,0.8675,0.7807,0.0948,0.8921,0.5635
54.0,Female,52.6,1.81,167.0,167.0,53.0,1.46,988.0,Yoga,26.7,2.4,2.0,Beginner,27.97,10,0.7188,0.6446,0.3907,0.652,0.22,0.6115,0.6669,0.2883,0.461,0.5482,0.4866,0.3685,0.5118,0.4116
43.0,,58.9,1.85,174.0,139.0,67.0,1.41,1217.0,,19.9,2.0,2.0,Beginner,20.61,12,0.6012,0.4835,0.6524,0.5108,0.1775,0.3315,0.5136,0.2467,0.4786,0.4994,0.4829,0.3081,0.4826,0.4494
22.0,Female,69.3,1.56,164.0,136.0,50.0,1.33,1084.0,Yoga,30.7,3.4,3.0,Beginner,23.56,13,0.429,0.4731,0.7597,0.6183,0.2264,0.2941,0.4889,0.2242,0.3877,0.4967,0.5669,0.2935,0.4901,0.5287
24.0,Female,91.2,1.82,181.0,158.0,74.0,1.49,1263.0,,26.9,1.8,2.0,Intermediate,12.74,19,0.7323,0.6825,0.7734,0.5994,0.3037,0.4738,0.6762,0.313,0.3868,0.6239,0.5267,0.3544,0.6001,0.4495
25.0,Male,40.0,1.56,195.0,132.0,57.0,0.65,499.0,Yoga,16.7,3.4,3.0,Intermediate,12.32,15,0.8442,0.6878,0.6553,0.7797,0.136,0.1235,0.7228,0.1386,0.1786,0.6921,0.6935,0.1583,0.6887,0.4151
45.0,Male,76.6,1.77,181.0,122.0,64.0,1.82,1186.0,Cardio,19.1,3.5,2.0,Beginner,20.79,14,0.7196,0.5335,0.6664,0.4063,0.3534,0.4918,0.5985,0.3476,0.5476,0.5124,0.5089,0.4198,0.5001,0.4892
25.0,Female,61.1,1.72,176.0,162.0,53.0,0.92,1378.0,Strength,15.0,3.4,4.0,Beginner,12.62,15,0.6088,0.7378,0.4396,0.4182,0.295,0.4432,0.5827,0.37,0.3687,0.5128,0.5097,0.3549,0.5237,0.4317
31.0,Female,48.4,1.81,178.0,120.0,71.0,1.45,1004.0,Strength,23.1,1.5,3.0,Beginner,31.33,16,0.6039,0.6164,0.4991,0.4004,0.2363,0.6468,0.4833,0.4387,0.5055,0.4668,0.3632,0.4342,0.4567,0.3747
28.0,Female,77.8,1.62,164.0,161.0,70.0,1.52,1095.0,Strength,23.1,3.5,5.0,Intermediate,21.22,20,0.7979,0.6083,0.7772,0.6701,0.2923,0.2841,0.6906,0.2498,0.3924,0.6415,0.6437,0.3029,0.6984,0.6588
48.0,Male,119.9,1.73,165.0,156.0,66.0,0.99,781.0,Cardio,18.5,3.6,3.0,Beginner,18.18,8,0.7104,0.6273,0.6588,0.4366,0.2573,0.3546,0.5632,0.287,0.3888,0.5493,0.5482,0.3169,0.5363,0.4525
44.0,,64.5,1.5,173.0,166.0,50.0,0.54,874.0,Yoga,25.2,1.9,3.0,Intermediate,12.32,18,0.8911,0.7506,0.5649,0.7951,0.3327,0.3308,0.8233,0.2102,0.2519,0.6955,0.6406,0.2751,0.6712,0.3743
39.0,Female,84.0,1.79,176.0,126.0,72.0,1.5,1057.0,Hiit,28.0,3.3,3.0,Beginner,30.44,17,0.3756,0.547,0.6094,0.3945,0.234,0.3749,0.3612,0.4278,0.4922,0.4196,0.4281,0.381,0.4403,0.4708
34.0,Male,80.7,1.8,193.0,153.0,57.0,1.18,930.0,Yoga,27.2,2.3,3.0,Beginner,13.63,18,0.4282,0.4664,0.6669,0.7309,0.4101,0.354,0.4507,0.2697,0.3569,0.4796,0.4868,0.3611,0.4761,0.4476
24.0,Female,102.6,1.67,190.0,132.0,73.0,1.41,800.0,Yoga,28.3,1.5,3.0,Intermediate,18.79,14,0.8479,0.6595,0.7627,0.7484,0.294,0.2394,0.7052,0.2149,0.292,0.6812,0.6169,0.2637,0.6991,0.5078
42.0,Female,57.1,1.84,199.0,163.0,74.0,1.2,303.0,Strength,21.3,2.7,3.0,Beginner,14.84,10,0.6996,0.5232,0.526,0.5747,0.441,0.3212,0.6014,0.3794,0.4008,0.5142,0.4762,0.3961,0.5252,0.4373
18.0,Female,98.5,1.99,187.0,153.0,57.0,1.95,859.0,Yoga,22.7,1.9,3.0,Intermediate,15.7,20,0.839,0.7739,0.6351,0.7909,0.2037,0.4337,0.8037,0.2056,0.3685,0.7037,0.6277,0.2772,0.7209,0.5757
23.0,Female,68.0,1.74,175.0,120.0,68.0,1.01,694.0,Hiit,24.5,3.5,5.0,Intermediate,17.47,12,0.69,0.6581,0.6891,0.6693,0.1387,0.4198,0.6452,0.1749,0.3177,0.6149,0.5934,0.253,0.6347,0.4911
18.0,Male,40.0,1.82,177.0,127.0,74.0,0.73,352.0,Yoga,26.0,3.4,3.0,Intermediate,28.42,23,0.7735,0.7994,0.8648,0.5731,0.1609,0.1838,0.6519,0.2499,0.2322,0.6967,0.6746,0.2068,0.6856,0.4365
50.0,Male,41.9,2.0,199.0,161.0,74.0,1.24,953.0,Cardio,24.6,3.2,3.0,Intermediate,16.02,23,0.6607,0.7227,0.6316,0.7521,0.2939,0.41,0.6389,0.2421,0.2651,0.6221,0.5812,0.2956,0.625,0.4528
18.0,Male,60.5,1.57,177.0,131.0,59.0,1.3,1286.0,Hiit,28.1,2.6,3.0,Intermediate,19.42,24,0.7557,0.6391,0.7847,0.7543,0.0948,0.1974,0.6645,0.1389,0.3159,0.6713,0.6734,0.1883,0.6791,0.5305
46.0,Male,40.7,1.66,190.0,169.0,58.0,0.92,760.0,Hiit,27.2,3.5,5.0,Intermediate,18.76,14,0.5745,0.7958,0.7659,0.6495,0.1428,0.4824,0.6601,0.1867,0.2622,0.639,0.6338,0.2479,0.6403,0.5131
18.0,Female,53.8,1.7,197.0,120.0,69.0,1.01,1274.0,Strength,31.4,2.4,3.0,Advanced,15.72,18,0.8602,0.9631,0.8595,0.9555,0.0803,0.0556,0.8318,0.0398,0.0235,0.8606,0.811,0.0504,0.8714,0.5011
18.0,,115.4,1.79,188.0,168.0,72.0,2.0,859.0,Yoga,31.2,1.8,3.0,Intermediate,19.06,23,0.7798,0.8368,0.5851,0.6787,0.2234,0.4707,0.7228,0.2302,0.4162,0.6676,0.5769,0.2978,0.6973,0.5681
46.0,Male,54.0,1.82,177.0,163.0,63.0,1.4,979.0,Yoga,33.7,3.7,2.0,Intermediate,14.05,16,0.6523,0.7623,0.8165,0.8022,0.2526,0.2486,0.6915,0.2151,0.2517,0.6907,0.6888,0.2389,0.6784,0.5273
24.0,Male,105.7,2.0,187.0,145.0,58.0,1.48,1002.0,Strength,25.9,2.5,3.0,Beginner,43.01,11,0.3525,0.4661,0.407,0.4916,0.2622,0.4553,0.2956,0.5169,0.5315,0.3597,0.3491,0.4448,0.3892,0.4217
30.0,Female,57.7,1.76,160.0,152.0,59.0,1.82,314.0,Cardio,23.2,1.8,4.0,Advanced,12.32,29,0.9401,0.7841,0.8458,0.9398,0.0931,0.305,0.8191,0.1063,0.2665,0.8064,0.7235,0.1777,0.8453,0.6629
24.0,Male,72.7,2.0,190.0,131.0,56.0,1.33,1126.0,Cardio,12.6,3.6,2.0,Intermediate,23.15,16,0.625,0.5998,0.69,0.7147,0.2519,0.3631,0.577,0.2222,0.3609,0.5818,0.6253,0.2964,0.5709,0.4524
25.0,,102.4,1.68,188.0,141.0,56.0,1.66,1553.0,Yoga,18.6,1.7,2.0,Intermediate,16.38,27,0.5751,0.8334,0.7742,0.6915,0.1522,0.255,0.6514,0.1595,0.2845,0.6685,0.6463,0.1962,0.6717,0.5288
39.0,Male,81.9,1.72,187.0,156.0,53.0,1.19,1329.0,Yoga,24.2,3.4,4.0,Intermediate,12.91,16,0.766,0.7696,0.7378,0.7712,0.1083,0.2947,0.7094,0.125,0.2676,0.7042,0.6921,0.1867,0.7181,0.546
48.0,Female,65.1,1.79,189.0,120.0,74.0,1.26,325.0,Strength,23.5,2.1,5.0,Advanced,28.56,32,0.8431,0.962,0.9585,0.8342,0.1933,0.1945,0.8219,0.2343,0.1731,0.838,0.7598,0.1873,0.8837,0.5987
28.0,Female,67.8,1.57,198.0,135.0,67.0,2.0,1062.0,Strength,30.5,1.5,3.0,Beginner,14.86,16,0.6857,0.6561,0.4803,0.5217,0.1951,0.5111,0.5821,0.2829,0.4835,0.5338,0.4424,0.3428,0.556,0.5038
53.0,Female,55.0,1.6,181.0,133.0,74.0,1.25,645.0,Strength,28.2,2.4,4.0,Beginner,21.6,9,0.4363,0.6706,0.6195,0.6622,0.4056,0.367,0.5322,0.3066,0.3636,0.5269,0.5088,0.3543,0.547,0.4828
38.0,,42.6,1.61,172.0,122.0,69.0,1.13,462.0,Yoga,14.9,2.5,2.0,Beginner,15.67,12,0.7114,0.5582,0.5202,0.4107,0.2008,0.5403,0.6045,0.323,0.4777,0.4996,0.4314,0.371,0.4542,0.3297
50.0,Female,61.5,1.57,199.0,139.0,71.0,0.95,798.0,Cardio,22.5,3.5,4.0,Intermediate,17.3,23,0.6272,0.6856,0.6163,0.7424,0.3047,0.175,0.6428,0.2346,0.2008,0.6121,0.6276,0.2431,0.6502,0.4808
27.0,Male,64.2,1.89,188.0,143.0,51.0,2.0,1662.0,Strength,23.0,3.1,4.0,Intermediate,17.41,23,0.7722,0.6384,0.6128,0.7892,0.3453,0.4866,0.6888,0.258,0.4321,0.6232,0.6165,0.362,0.6709,0.6155
38.0,Male,76.7,1.99,192.0,131.0,74.0,1.14,1263.0,Strength,28.3,1.6,5.0,Beginner,14.98,16,0.3922,0.6202,0.472,0.4364,0.37,0.5141,0.4635,0.3972,0.3749,0.4233,0.3643,0.4087,0.4597,0.4241
54.0,Female,58.1,1.57,182.0,169.0,74.0,1.59,649.0,Cardio,19.7,3.4,3.0,Intermediate,23.19,21,0.8544,0.7619,0.7296,0.7352,0.2254,0.4665,0.7444,0.2487,0.3592,0.7004,0.6424,0.3019,0.6974,0.5423
33.0,Female,58.2,1.62,170.0,163.0,60.0,1.21,1524.0,Cardio,26.5,2.8,3.0,Intermediate,12.32,24,0.7444,0.7016,0.7388,0.7667,0.1736,0.3866,0.6912,0.1528,0.2949,0.6695,0.6228,0.2406,0.656,0.4928
46.0,Male,55.1,1.62,170.0,166.0,52.0,1.03,1370.0,Cardio,34.4,1.8,2.0,Beginner,26.04,11,0.5542,0.603,0.4514,0.5334,0.2744,0.6125,0.5329,0.3412,0.4495,0.4738,0.4384,0.4006,0.4255,0.3359
32.0,Female,51.2,1.9,162.0,160.0,60.0,1.25,988.0,Cardio,21.6,2.5,3.0,Intermediate,22.51,15,0.7693,0.8143,0.683,0.6885,0.2612,0.23,0.7018,0.2608,0.2705,0.6858,0.6837,0.2487,0.7053,0.539
43.0,Male,40.0,1.95,162.0,138.0,58.0,2.0,918.0,Yoga,26.4,1.8,4.0,Intermediate,18.66,25,0.8709,0.6575,0.567,0.7121,0.2452,0.503,0.7203,0.2154,0.4481,0.6351,0.572,0.328,0.6813,0.6024
42.0,Male,45.3,1.53,193.0,128.0,74.0,1.05,810.0,,21.1,2.4,2.0,Intermediate,17.18,13,0.763,0.8414,0.6203,0.7514,0.11,0.2857,0.7439,0.1793,0.2116,0.7035,0.6335,0.186,0.6803,0.3861
22.0,Female,54.1,1.76,178.0,127.0,65.0,1.42,501.0,Strength,29.2,3.7,4.0,Beginner,22.15,11,0.4982,0.5855,0.6457,0.3926,0.4367,0.4542,0.466,0.4154,0.4781,0.4575,0.4954,0.4378,0.4855,0.5097
24.0,Male,58.8,1.89,163.0,150.0,73.0,1.28,800.0,Strength,27.1,2.5,2.0,Intermediate,15.86,17,0.8291,0.7332,0.7416,0.7481,0.1234,0.4816,0.718,0.1743,0.3228,0.6939,0.5983,0.2546,0.6502,0.4335
36.0,,55.5,1.69,198.0,132.0,71.0,1.85,1590.0,Cardio,15.3,2.2,3.0,Intermediate,27.8,23,0.7439,0.6852,0.7201,0.6789,0.2747,0.2578,0.6202,0.2521,0.4021,0.6375,0.5993,0.2877,0.6832,0.5699
